,formatted_readme,summary,prompt_text,generated_summary
513,//TODO possibly relax that,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO possibly relax that

### Response:",DESIGN.
514,//A hack to make user-defined variables in the testplan element more dynamic,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//A hack to make user-defined variables in the testplan element more dynamic

### Response:",DESIGN.
515,"/* * TODO: When 1.4 is the earliest version supported, add the following line: * setSurrendersFocusOnKeystroke(true); * This should help handle some problems with navigation using tab & return * to move through cells. */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * TODO: When 1.4 is the earliest version supported, add the following line: * setSurrendersFocusOnKeystroke(true); * This should help handle some problems with navigation using tab & return * to move through cells. */

### Response:",IMPLEMENTATION.
516,"/* Silly bug workaround  8694. If you look at the above code, * note that we restore the saved caret position first, then * scroll to the saved location. However, the caret changing * can itself result in scrolling to a different location than * what was saved; and since moveCaretPosition() calls * updateBracketHighlight(), the bracket highlight's out of * bounds calculation will rely on a different set of physical * first/last lines than what we will end up with eventually. * Instead of confusing the user with status messages that * appear at random when switching buffers, we simply hide the * message altogether. */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* Silly bug workaround  8694. If you look at the above code, * note that we restore the saved caret position first, then * scroll to the saved location. However, the caret changing * can itself result in scrolling to a different location than * what was saved; and since moveCaretPosition() calls * updateBracketHighlight(), the bracket highlight's out of * bounds calculation will rely on a different set of physical * first/last lines than what we will end up with eventually. * Instead of confusing the user with status messages that * appear at random when switching buffers, we simply hide the * message altogether. */

### Response:",DESIGN. Workaround is better than confusing status messages.
517,// TODO: This is probably an undesirable side effect unless the user // confirms it. Placing an element on a second diagram is going to // potentially change its namespace. - tfm 20061208,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This is probably an undesirable side effect unless the user // confirms it. Placing an element on a second diagram is going to // potentially change its namespace. - tfm 20061208

### Response:",DEFECT.
518,/** * Manages a ProgressMonitor dialog. * * NOTE: Users of this class should use the type of the interface * { org.argouml.taskmgmt.ProgressMonitor} wherever possible to * maintain GUI independence. * * andrea_nironi * * TODO: Bob says: I don't like the naming of this class. Its confusing that * its called ...Window and yet it is not a window. Lets rename once we have * it hidden. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Manages a ProgressMonitor dialog. * * NOTE: Users of this class should use the type of the interface * { org.argouml.taskmgmt.ProgressMonitor} wherever possible to * maintain GUI independence. * * andrea_nironi * * TODO: Bob says: I don't like the naming of this class. Its confusing that * its called ...Window and yet it is not a window. Lets rename once we have * it hidden. */

### Response:",DESIGN. See also Bob's comment above.
519,// TODO: Also check REG_ANCHORINDEX vs. anchor,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Also check REG_ANCHORINDEX vs. anchor

### Response:",IMPLEMENTATION.
520,// TODO : Redo it (curBody should be as long as curLanguage+button),DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO : Redo it (curBody should be as long as curLanguage+button)

### Response:",IMPLEMENTATION.
521,"/** * Test creation of Collaboration diagrams. * TODO: Test creating on an operation. * * jaap.branderhorst * Jan 9, 2003 */",TEST,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Test creation of Collaboration diagrams. * TODO: Test creating on an operation. * * jaap.branderhorst * Jan 9, 2003 */

### Response:",TEST.
522,"// TODO: setText in GEF should call setBounds instead of directly // changing x, y, w, h - then we will have an event generated // correctly in GEF",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: setText in GEF should call setBounds instead of directly // changing x, y, w, h - then we will have an event generated // correctly in GEF

### Response:",DESIGN.
523,"//TODO: when this is the entry point, we should use an INNER_JOIN for fetching the many-to-many elements!",DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: when this is the entry point, we should use an INNER_JOIN for fetching the many-to-many elements!

### Response:",DESIGN.
524,// Optimization - If classOfStaticMethod is set then we have already // been here and determined that this is a static method invocation. // Note: maybe factor this out with path below... clean up.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Optimization - If classOfStaticMethod is set then we have already // been here and determined that this is a static method invocation. // Note: maybe factor this out with path below... clean up.

### Response:",DESIGN.
525,"// TODO: Temporary until we sort out a better way to do guido's fix // assertEquals(SECOND_STMT_SEP, qt2.getSQLStatementSeparator());",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Temporary until we sort out a better way to do guido's fix // assertEquals(SECOND_STMT_SEP, qt2.getSQLStatementSeparator());

### Response:",DESIGN.
526,"// work around that crazy issue where the tree contains // ""empty"" FromElements (no text); afaict, this is caused // by FromElementFactory.createCollectionJoin()",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// work around that crazy issue where the tree contains // ""empty"" FromElements (no text); afaict, this is caused // by FromElementFactory.createCollectionJoin()

### Response:",DESIGN.
527,// TODO: Put in all the property accessors,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Put in all the property accessors

### Response:",IMPLEMENTATION.
528,// TODO: catch exception if constant is already set by other // thread,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: catch exception if constant is already set by other // thread

### Response:",IMPLEMENTATION.
529,// FIXME: How much more obtuse can this be? // Heredoc already parsed this and saved string...Do not parse..just return,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME: How much more obtuse can this be? // Heredoc already parsed this and saved string...Do not parse..just return

### Response:",DESIGN.
530,/* * TODO this assumes that the redirected response will always immediately follow the original response. * This may not always be true. * Is there a better way to do this? */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * TODO this assumes that the redirected response will always immediately follow the original response. * This may not always be true. * Is there a better way to do this? */

### Response:",DESIGN.
531,// not needed,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not needed

### Response:",IMPLEMENTATION.
532,//TODO: ary_sort_check should be done here,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: ary_sort_check should be done here

### Response:",IMPLEMENTATION.
533,// TODO: Fix this so that new sequence diagrams are tested,TEST,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Fix this so that new sequence diagrams are tested

### Response:",TEST.
534,"/** * An array of valid connections, the combination of connecting class and * node classes must exist as a row in this list to be considered valid. * <ul> * <li>The 1st column is the connecting element. * <li>The 2nd column is the ""from"" element type. * <li>The 3rd column is the ""to"" element type. * <li>The 3rd column is optional, if not given then it is assumed to be * the same as the ""to"" element. * <li>The existence of a 4th column indicates that the connection is valid * in one direction only. * </ul> * TODO: This encodes not only what is legal in UML, but also what ArgoUML * knows how to create, so not all legal connections are included. Probably * should be split into two pieces: 1) legal UML (here) and 2) supported (in * ArgoUML application someplace) - tfm - 20060325<p> * * Most of these are subtypes of Relationship which includes Association, * Dependency, Flow, Generalization, Extend, and Include. Dependency * includes Binding, Abstraction, Usage, and Permission. AssociationRole and * AssociationClass are Associations. The remaining items (Link, Transition, * AssociationEnd, Message) are non-Relationship types which ArgoUML treats * as connections/edges. */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * An array of valid connections, the combination of connecting class and * node classes must exist as a row in this list to be considered valid. * <ul> * <li>The 1st column is the connecting element. * <li>The 2nd column is the ""from"" element type. * <li>The 3rd column is the ""to"" element type. * <li>The 3rd column is optional, if not given then it is assumed to be * the same as the ""to"" element. * <li>The existence of a 4th column indicates that the connection is valid * in one direction only. * </ul> * TODO: This encodes not only what is legal in UML, but also what ArgoUML * knows how to create, so not all legal connections are included. Probably * should be split into two pieces: 1) legal UML (here) and 2) supported (in * ArgoUML application someplace) - tfm - 20060325<p> * * Most of these are subtypes of Relationship which includes Association, * Dependency, Flow, Generalization, Extend, and Include. Dependency * includes Binding, Abstraction, Usage, and Permission. AssociationRole and * AssociationClass are Associations. The remaining items (Link, Transition, * AssociationEnd, Message) are non-Relationship types which ArgoUML treats * as connections/edges. */

### Response:",DESIGN.
