,formatted_readme,summary,prompt_text,generated_summary
6144,// CheckStyle:VisibilityModifier ON,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// CheckStyle:VisibilityModifier ON

### Response:",NO.
6145,"// Process the listeners last to first, notifying // those that are interested in this event.",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Process the listeners last to first, notifying // those that are interested in this event.

### Response:",NO. The listeners are not notified until the transaction is completed
6146,// now update the class.path property,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// now update the class.path property

### Response:",NO.
6147,"// For CreateChildCommand, we will find the owner by calling EditingDomain.getParent() on the first selected object",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// For CreateChildCommand, we will find the owner by calling EditingDomain.getParent() on the first selected object

### Response:",NO. // The owner is found by calling EditingDomain.getParent() on the first selected object.
6148,// i18n[HtmlViewerPanel.error.processhyperlink=Error processing hyperlink],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// i18n[HtmlViewerPanel.error.processhyperlink=Error processing hyperlink]

### Response:",NO.
6149,// should get IllegalArgumentException for negative index,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// should get IllegalArgumentException for negative index

### Response:",NO.
6150,// TBLRC // 11001,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TBLRC // 11001

### Response:",NO.
6151,// should never fail // See if we can actually find the object // Should never happen,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// should never fail // See if we can actually find the object // Should never happen

### Response:",NO.
6152,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
6153,//final String columnClassName = _rsmd.getColumnClassName(idx);,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//final String columnClassName = _rsmd.getColumnClassName(idx);

### Response:",NO.toString
6154,"// For now just skip registering this and ignore the request, // but the real issue is that MagicDraw serializes the same // object in two different composition associations, first in // the referencing file and second in the referenced file",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// For now just skip registering this and ignore the request, // but the real issue is that MagicDraw serializes the same // object in two different composition associations, first in // the referencing file and second in the referenced file

### Response:","NO. The real issue is that MagicDraw serializes the same object in two different composition associations, first in the referencing file and second in the referenced file."
6155,//{{{ Private members,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ Private members

### Response:",NO.
6156,// no wrap-round check,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// no wrap-round check

### Response:",NO.wrap_around_check_applied
6157,// Lazily create the event:,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Lazily create the event:

### Response:",NO.
6158,// This was originaly done every time. // and the count of instantiated objects was amazing,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// This was originaly done every time. // and the count of instantiated objects was amazing

### Response:",NO. Don't do this.
6159,// line 915,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// line 915

### Response:",NO.
6160,/* -------------------- */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* -------------------- */

### Response:",NO.
6161,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
6162,// margin,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// margin

### Response:",NO.
6163,// set application wide font,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// set application wide font

### Response:",NO.
6164,// xsi:nil // xsi:type // xmlns:xsi // xsi:schemaLocation // xsi:noNamespaceSchemaLocation,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// xsi:nil // xsi:type // xmlns:xsi // xsi:schemaLocation // xsi:noNamespaceSchemaLocation

### Response:",NO.equals(XsiNamespace.NO_NS_SCHEMA_LOCATION)
6165,// i18n[oracle.firstLoadTime=First Load Time],NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// i18n[oracle.firstLoadTime=First Load Time]

### Response:",NO.
6166,//XMLTypeResourceImpl,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//XMLTypeResourceImpl

### Response:",NO.XMLType is not a package
6167,// Save the value in the variable if present,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Save the value in the variable if present

### Response:",NO. The value is only saved when the variable is set.
6168,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
6169,//{{{ save() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ save() method

### Response:",NO.
6170,// Search field,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Search field

### Response:",NO. The search field should be contained within the text field.
6171,/* * TODO: This should not be public. Check all usages of it * and put appropriate methods in an API object. */,YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* * TODO: This should not be public. Check all usages of it * and put appropriate methods in an API object. */

### Response:",YES.equals(YES_NO_BUTTONS_API)
6172,// Expanders - trigger and index expanders are added inside the table // expander,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// Expanders - trigger and index expanders are added inside the table // expander

### Response:",NO.
6173,/* (non-Javadoc) * org.columba.core.filter.IFilterActionList remove(int) */,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
/* (non-Javadoc) * org.columba.core.filter.IFilterActionList remove(int) */

### Response:",NO.useNanoTime()
6174,// ignored - we only care about open/closing,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// ignored - we only care about open/closing

### Response:",NO.
6175,//}}},NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//}}}

### Response:",NO. //}}}
6176,"// When we match the owner, we're done. //",NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// When we match the owner, we're done. //

### Response:",NO. // The owner is not the same as the collection. //
6177,//{{{ setLogWriter() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ setLogWriter() method

### Response:",NO.
6178,//Class/basicGetGenFeature.annotations.insert.javajetinc,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//Class/basicGetGenFeature.annotations.insert.javajetinc

### Response:",NO.override.javajetinc
6179,//{{{ setValueAt() method,NO.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
//{{{ setValueAt() method

### Response:",NO.
6180,"// TODO"" What is the purpose of this? Why do we hide buttons here? // Presumably if so we should not assume SelectionClass",YES.,"### Instruction: Classify the following text as YES or NO. Use just one class.

### Input:
// TODO"" What is the purpose of this? Why do we hide buttons here? // Presumably if so we should not assume SelectionClass

### Response:",YES.
